 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
11145519;"Cápsula del tiempo, la Igualdad en San Blas-Canillejas, 10 años después";"";"1";"0";"";"";"2020-03-26 00:00:00.0";"2020-03-26 23:59:00.0";"18:00";"Ahí estaba, justo frente a mí una preciosa capsula de cristal de color plateado. Mi curiosidad crecía por momentos... decidí acercarme... y no podía creer lo que estaba viendo era... ¡el futuro! Un futuro en que la IGUALDAD ENTRE MUJERES Y HOMBRES era real. Ven, acércate a la capsula y deja escrito como te imaginas nuestro distrito, San Blas-Canillejas, en 2020, en relación a la igualdad entre mujeres y hombres. Así empezaba el texto que hace 10 años, en 2010 invitaba a participar en la capsula del futuro a vecinas y vecinos. El reto era abrir la capsula pasados 10 años, para ver qué había pasado. Y ESTAMOS EN 2020, ya han pasado 10 años y el día 26 de marzo os invitamos a encontrarnos con el futuro deseado desde el pasado. Ven, a ver que nos encontramos!!";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0442c5a8ddb70710VgnVCM1000001d4a900aRCRD";"Actividades del Día de la Mujer en San Blas - Canillejas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=258ec5a8ddb70710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98953d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Buero Vallejo (San Blas - Canillejas)";"1";"CALLE";"BOLTA&amp;Ntilde;A";"27";"SAN BLAS-CANILLEJAS";"CANILLEJAS";"28022";"448023";"4477305";"40.44477474902185";"-3.6129105844633775";"";"";
11139239;"Carcasses";"";"0";"1";"X,J";"";"2020-03-05 00:00:00.0";"2020-03-11 23:59:00.0";"20:00";"Jean-Paul Colmor es un acumulador de desechos, una suerte de 'Ciudadano Kane' de detritus. Varias décadas acopiando restos de autos en su cementerio de vehículos de Québec lo conviertieron en un personaje sin cualidades pero con atributos. Y eso es precisamente lo que busca descubrir Denis Côté al establecerse en esa fortaleza disfrazada de osario. Se podría hablar una vez más de cómo se desdibuja la frontera entre el documental y la ficción, sino fuera porque la manera en que el director va perfilando a su personaje tiene menos que ver con una distinción teórica que con un modo de aproximarse a las cosas (que no son en sí mismas ni reales ni ficcionales). Sin presionar los hechos, sin hostigar a su personaje, Coté sabe que todo buen cazador debe saber esperar a que las situaciones ocurran. Pero esa idea de recuperar los restos que la sociedad arrumba, en realidad no hace más que continuar por otros medios (o a través de otras historias, o formatos) aquello que ya había investigado con sus marginales de Les Etats Nordiques y Nos vies privées. Todo buen personaje es la promesa de un retrato que sólo espera ser mirado. Idioma: versión original con subtítulos en español.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=081bc5a9f9160710VgnVCM2000001f4a900aRCRD";"DENIS CÔTÉ. LA REINVENCIÓN CONSTANTE";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=769abad335d50710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391053041229135";"-3.6958079719260075";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11149700;"Carrera de Coches Eléctricos Radiodirigidos";"";"1";"0";"";"";"2020-03-28 00:00:00.0";"2020-03-28 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=efd4d0b2af890710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4506b0c40971c010VgnVCM1000000b205a0aRCRD";"Centro Deportivo Municipal Aluche";"1";"AVENIDA";"DE LAS AGUILAS";"14";"LATINA";"LAS AGUILAS";"28044";"434332";"4470525";"40.382720517194784";"-3.773653600881568";"/contenido/actividades/ActividadesDeportivas";"";
11119447;"Cartomagia con técnica manipulativa. La estructura en magia: magia rutinada";"";"1";"0";"";"";"2020-03-08 00:00:00.0";"2020-03-08 23:59:00.0";"11:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f1a8471fb0ff610VgnVCM1000001d4a900aRCRD";"Laboratorio de Magia. Centro Cultural La Vaguada";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=da761404870ff610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09691e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural La Vaguada (Fuencarral - El Pardo)";"1";"AVENIDA";"MONFORTE DE LEMOS";"38";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439894";"4481167";"40.47900813206291";"-3.709138377702435";"/contenido/actividades/CursosTalleres";"/usuario/Jovenes";
11115146;"Casas del mundo";"";"0";"0";"";"";"2020-04-04 00:00:00.0";"2020-04-04 23:59:00.0";"";"A las 12 horas y 17 horas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a57f4b17087df610VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD";"Espacio Abierto Quinta de los Molinos";"1,6";"CALLE";"JUAN IGNACIO LUCA DE TENA";"20";"SAN BLAS-CANILLEJAS";"EL SALVADOR";"28027";"446636";"4477644";"40.44774002225867";"-3.6292874542291638";"/contenido/actividades/CursosTalleres";"/usuario/Niños";
11139079;"Cata y elaboración de cervezas (inscripción al taller)";"";"1";"1";"L,M,X,J,V,S,D";"";"2020-03-02 00:00:00.0";"2020-03-31 23:59:00.0";"";"Todos los jueves de 19:30 a 21:30 h. 'Cata y elaboración de cervezas' Precio: 57,45. euros el trimestre   Más información e inscripciones para ambos a partir del lunes 2 en el Centro Sociocultural.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3845c5de0bd50710VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=05ec3ef2c5ff5110VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Vicálvaro";"0";"CALLE";"LAGO TITICACA";"10";"VICALVARO";"CASCO H.VICALVARO";"28032";"448368";"4472576";"40.40219442341818";"-3.6084585863003733";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11149557;"Cataclum Paper";"";"1";"0";"";"";"2020-03-06 00:00:00.0";"2020-03-06 23:59:00.0";"17:30";"Taller de teatro interactivo para niños que ofrecerá un espacio para jugar y crear de manera espontánea con papel de periódico. Edad recomendada: de 4 a 8 años.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3338c9a4b0990710VgnVCM2000001f4a900aRCRD";"Actividades en el Centro Sociocultural Tetuán";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c2be3e2a7103610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ecb1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Tetuán";"1";"CALLE";"BRAVO MURILLO";"251";"TETUAN";"BERRUGUETE";"28020";"440628";"4478947";"40.45907130615822";"-3.700271645324868";"/contenido/actividades/TeatroPerformance";"/usuario/Niños";
11147052;"Celeste";"";"1";"0";"";"";"2020-03-06 00:00:00.0";"2020-03-06 23:59:00.0";"18:00";"Teatro infantil, a cargo de la Compañía Sonrisas Mágicas Edad recomendada de 4 a 9 años";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b5aac241da180710VgnVCM2000001f4a900aRCRD";"Actividades  Centro Sociocultural Valverde (Fuencarral - El Pardo). Marzo 2019";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d0a8698ac509610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f04c1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Valverde (Fuencarral - El Pardo)";"1";"PLAZA";"ISLAS AZORES";"1";"FUENCARRAL-EL PARDO";"VALVERDE";"28034";"441699";"4482933";"40.49504564211655";"-3.6880070256093758";"/contenido/actividades/TeatroPerformance";"/usuario/Niños";
10893913;"Cena para dos";"";"1";"0";"";"";"2020-03-19 00:00:00.0";"2020-03-19 23:59:00.0";"19:00";"Teatro.A cargo de la Compañía Medea Teatro    Espectáculo programado en Conmemoración del Día del Teatro";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=04328698ac509610VgnVCM1000001d4a900aRCRD";"Actividades  Centro Sociocultural Valverde (Fuencarral - El Pardo). Marzo 2019";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d0a8698ac509610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f04c1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Valverde (Fuencarral - El Pardo)";"1";"PLAZA";"ISLAS AZORES";"1";"FUENCARRAL-EL PARDO";"VALVERDE";"28034";"441699";"4482933";"40.49504564211655";"-3.6880070256093758";"/contenido/actividades/ComemoracionesHomenajes";"";
11144550;"Centauros: criaturas vigorosas, contradictorias y misteriosas";"Entradas a la venta próximamente";"0";"0";"";"";"2020-03-29 00:00:00.0";"2020-03-29 23:59:00.0";"13:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=723f3d0be4b70710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391054868587204";"-3.6958072892892155";"/contenido/actividades/RecitalesPresentacionesActosLiterarios";"";
11149874;"Centro Cultural Coreano";"";"0";"0";"";"";"2020-03-27 00:00:00.0";"2020-03-27 23:59:00.0";"10:30";"Visita guiada gratuita de 2 horas de duración. Paseo de Castellana, 15.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d7f1b12c6a90710VgnVCM2000001f4a900aRCRD";"Visitas guiadas en Puente de Vallecas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba7416c17a87f610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=314e1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Aula de Aire Libre (Puente de Vallecas)";"0";"CALLE";"SIERRA CARBONERA";"74";"PUENTE DE VALLECAS";"SAN DIEGO";"28053";"443532";"4471268";"40.39009728291889";"-3.665329063724782";"/contenido/actividades/ExcursionesItinerariosVisitas";"";
11147968;"Centro Musical Grapelli";"";"1";"0";"";"";"2020-03-21 00:00:00.0";"2020-03-21 23:59:00.0";"12:00";"Audición de violín y piano.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f43ea60716680710VgnVCM2000001f4a900aRCRD";"Programa de actividades en el Centro Cultural Sara Montiel (Latina)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fd49b87374893510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c957cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Sara Montiel (Latina)";"1";"CARRETERA";"BOADILLA DEL MONTE";"40";"LATINA";"CAMPAMENTO";"28024";"434222";"4472418";"40.399764677637116";"-3.775144917950534";"/contenido/actividades/Musica";"";
11097197;"Chaplin en familia";"";"1";"0";"";"";"2020-03-27 00:00:00.0";"2020-03-27 23:59:00.0";"19:00";"Intérprete: Adríán Begoña Dúo  Público: Familiar  Sinopsis: Tres clásicas películas de Charles Chaplin con música en directo: In the park (1915); Charlot tramoyista de cine (1916); Charlot emigrante (1917)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa54c55099f7f610VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Príncipe de Asturias (Ciudad Lineal)";"1";"AVENIDA";"INSTITUCION LIBRE DE ENSE&amp;Ntilde;ANZA";"14";"CIUDAD LINEAL";"PUEBLO NUEVO";"28037";"445948";"4476395";"40.436444648624814";"-3.6373000672722675";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"/usuario/Familias";
11139020;"Charla para padres y madres: cómo educar sin perder los nervios";"";"1";"0";"";"";"2020-03-09 00:00:00.0";"2020-03-09 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=36cfc5de0bd50710VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5870007f8441f010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Dámaso Alonso (Chamartín)";"1,6";"CALLE";"MANUEL FERRERO";"1";"CHAMARTIN";"CASTILLA";"28036";"441962";"4479867";"40.467453379213175";"-3.6846112774442705";"/contenido/actividades/ConferenciasColoquios";"";
11033186;"Charlas para padres";"";"1";"1";"L";"14/10/2019;21/10/2019;28/10/2019;11/11/2019;18/11/2019;25/11/2019;9/12/2019;16/12/2019;23/12/2019;30/12/2019;6/1/2020;13/1/2020;20/1/2020;27/1/2020;10/2/2020;17/2/2020;24/2/2020;9/3/2020;16/3/2020;23/3/2020;30/3/2020;13/4/2020;20/4/2020;27/4/2020;11/5/2020;18/5/2020;25/5/2020;8/6/2020;15/6/2020;22/6/2020;29/6/2020;";"2019-10-07 00:00:00.0";"2020-06-02 23:59:00.0";"20:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea6c0d3e23b8d610VgnVCM1000001d4a900aRCRD";"Charlas para padres";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd7b6b6e74759610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d862492de8c8c510VgnVCM2000001f4a900aRCRD";"Biblioteca Pública Municipal María Lejárraga (Hortaleza)";"1,6";"CALLE";"PRINCESA DE EBOLI";"29";"HORTALEZA";"VALDEFUENTES";"28050";"444461";"4482397";"40.49041562546542";"-3.655356751728003";"/contenido/actividades/CursosTalleres";"";
11149978;"Chispa y Chispita canciones y cuentos por la Igualdad";"";"1";"0";"";"";"2020-03-08 00:00:00.0";"2020-03-08 23:59:00.0";"18:00";"Para celebrar el 8 de marzo, qué mejor que un espectáculo de payasas cantando y contando por la igualdad.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=08161b12c6a90710VgnVCM2000001f4a900aRCRD";"Actividades infantiles en el Centro Cultural Carril del Conde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=635157e08c800710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66a7cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Carril del Conde (Hortaleza)";"1";"CALLE";"CARRIL DEL CONDE";"57";"HORTALEZA";"CANILLAS";"28043";"444516";"4479119";"40.46088953531134";"-3.6544210187969433";"/contenido/actividades/TeatroPerformance";"/usuario/Niños";
11089451;"Chris Garneau y artista invitado";"";"0";"0";"";"";"2020-04-21 00:00:00.0";"2020-04-21 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d12d88ebaa91f610VgnVCM1000001d4a900aRCRD";"Tilde. Poética contemporánea";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecbf81bbe239e610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD";"Fernán Gómez Centro Cultural de la Villa";"1";"PLAZA";"COLON";"4";"SALAMANCA";"RECOLETOS";"28001";"441476";"4475151";"40.424926347610764";"-3.6899208519663427";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11089494;"Chris Garneau y artista invitado";"";"0";"0";"";"";"2020-04-21 00:00:00.0";"2020-04-21 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=86be88ebaa91f610VgnVCM1000001d4a900aRCRD";"Tilde. Poética contemporánea";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecbf81bbe239e610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD";"Fernán Gómez Centro Cultural de la Villa";"1";"PLAZA";"COLON";"4";"SALAMANCA";"RECOLETOS";"28001";"441476";"4475151";"40.424926347610764";"-3.6899208519663427";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
10983628;"Ciclismo por Madrid";"";"0";"1";"L,M,X,J,V,S,D";"";"2019-09-02 00:00:00.0";"2020-06-30 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6290143eabcbb610VgnVCM2000001f4a900aRCRD";"Ciclismo por Madrid";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4cd5f98a5c668510VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesDeportivas/Ciclismo";"";
11137595;"Ciclo de conferencias 'Madres e Hijas en la Historia'";"";"1";"1";"X";"";"2020-03-04 00:00:00.0";"2020-03-25 23:59:00.0";"";"Programa: Todos los miércoles de marzo a las 11 horas en el salón de actos Miércoles 4: 'Sisi y Valeria' Miércoles 11: 'Catalina y María Tudor' Miércoles 18: 'María Cristina e Isabel II' Miércoles 25: 'Mujeres con poder'  Impartids por Eva María Mera Jiménez y Belén García Naharro Inscripciones en secretaría del CSC Bohemios o telf: 917109260";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=453bdb7936850710VgnVCM2000001f4a900aRCRD";"Ciclo de conferencias 'Madres e Hijas en la Historia'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5af77ab4a68d2610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42753d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Bohemios (Villaverde)";"1";"CALLE";"LOS BOHEMIOS";"1";"VILLAVERDE";"LOS ANGELES";"28041";"441066";"4467547";"40.35639654251886";"-3.6940501846610894";"/contenido/actividades/ConferenciasColoquios";"";
11136112;"Ciclo de Conferencias: Mujeres de la España del siglo XX. Margarita Salas.";"";"1";"0";"";"";"2020-03-19 00:00:00.0";"2020-03-19 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=06a6a927f0350710VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03f7cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Santa Petronila (Villaverde)";"1";"CALLE";"MARIA MARTINEZ OVIOL";"12";"VILLAVERDE";"LOS ROSALES";"28021";"441277";"4466932";"40.35087114162283";"-3.691508909255186";"/contenido/actividades/ConferenciasColoquios";"";
11136049;"Ciclo de Conferencias: Mujeres de la España del siglo XX. Remedios Varó.";"";"1";"0";"";"";"2020-03-05 00:00:00.0";"2020-03-05 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f365a927f0350710VgnVCM2000001f4a900aRCRD";"Ciclo de Conferencias: Mujeres de la España del siglo XX. Remedios Varó.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7555a927f0350710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03f7cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Santa Petronila (Villaverde)";"1";"CALLE";"MARIA MARTINEZ OVIOL";"12";"VILLAVERDE";"LOS ROSALES";"28021";"441277";"4466932";"40.35087114162283";"-3.691508909255186";"/contenido/actividades/ConferenciasColoquios";"";
11140975;"Ciclo de conferencias: 'Contemplar una obra de arte'";"";"1";"1";"M";"";"2020-03-03 00:00:00.0";"2020-03-10 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1405806fb9260710VgnVCM2000001f4a900aRCRD";"Ciclo de conferencias: 'Contemplar una obra de arte'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb3484ef6b750710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9743d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Ágata (Villaverde)";"1";"CALLE";"DOCTOR MARTIN AREVALO";"2";"VILLAVERDE";"SAN ANDRES";"28021";"442001";"4471735";"40.34636268334182";"-3.708524395897377";"/contenido/actividades/ConferenciasColoquios";"";
10590608;"Ciclo Escenario Joven del Centro Superior Katarina Gurska";"";"1";"0";"";"";"2020-03-30 00:00:00.0";"2020-03-30 23:59:00.0";"19:00";"Escenario Joven es un proyecto musical en el que participan jóvenes músicos de título superior y posgrado en calidad de intérpretes solistas y agrupaciones de música de cámara. Los conciertos cuentan, por tanto, con gran variedad y riqueza de estilos e instrumentaciones (dúos de violín y piano, tríos de viento, cuartetos de saxos, etc.) que, junto a la energía y entusiasmo de estas jóvenes promesas, hacen de estos conciertos un lugar privilegiado de encuentro con la música. Programa a determinar.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e64b54704ad0610VgnVCM2000001f4a900aRCRD";"Conciertos en el Centro Cultural Nicolás Salmerón";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ddcc94bdeec6f510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Nicolás Salmerón (Chamartín)";"1";"CALLE";"MANTUANO";"51";"CHAMARTIN";"CIUDAD JARDIN";"28002";"442656";"4477714";"40.44810636195716";"-3.6762309620097398";"/contenido/actividades/Musica/Zarzuela";"";
